"academic use only"

"corpus","preloaded/ententen20_tt31_1"
"subcorpus","-"
"concordance size","16613"
"query","Query:[tag= ""VB.*""] [tag=""RB""]? [tag = ""VVN"" & lemma = ""stain""] [tag=""IN""] within < s/>;Shuffle:"
"Reference","Left","KWIC","Right"
"amegroups.com","and centrifuged again at 100,000 g for another 70 minutes. </s><s> After fixation with 3% glutaraldehyde for 2 hours, exosomes","were stained with","2% uranyl acetate for 30 seconds. </s><s> The morphology of the exosome was analyzed by the transmission electron microscopy ("
"ashpublications.org","tyrosine kinase 3 ligand, stem cell factor, IL-7, and IL-15 as previously described.6 </s><s> At specified times, cells","were stained with","antibodies and subjected to fluorescence-activated cell sorter (FACS). </s><s> Antibodies included: CD54, CD56, CD117,"
"sajc.org","within the lesions and five smears were prepared immediately from the sample in the CT scan room. </s><s> Air-dried smears","were stained with","Leishman-Giemsa (L and G) stain, whereas alcohol-fixed smears were stained with Papanicolaou (PAP) stain for rapid"
"warrigalpress.com.au","4"" - 12"" tall. </s><s> Hard Cover. </s><s> Good / No Jacket. </s><s> Covers assorted sedan, sport and meteor models. </s><s> Covers are clean but the text","is stained in","some places. </s><s> Edges grubby. $18.00 [016786] . Commodore VH Series 6 Cyl. </s><s> Service and Repair Manual. </s><s> Sydney: Gregory''s"
"adult-fanfiction.org","her arms behind her. </s><s> Her head rolled to the left, the thin trail of blood from her forehead running onto the sheets that","were already stained with","Maria''s blood. </s><s> Despite begging for death, her eyes were wide in shock as her body laid there lifeless, her mouth agape. </s>"
"kropf.com.au","and extremely functional. </s><s> Some can also be made in a round design with slightly wider arc seats. </s><s> The tables can also","be stained in","2 coats of Cabots Aquadeck for $ 350 </s><s> 45mm Umbrella holes $ 15. </s><s> What to do with an old tree stump? </s><s> Easy turn it into a tree"
"patentsencyclopedia.com","compounds are dissolved in media containing 0.5% DMSO. </s><s> Example 6 </s><s> Histology </s><s> [0245] Formalin-fixed kidney sections","were stained with","hematoxylin and eosin (H&E) and glomerular immune-complex deposition is detected by direct immunofluorescence"
"genealogytrails.com",". </s><s> It is a free-flowing blackwater river shouldered by a ribbon of dense, undisturbed swamp forest. </s><s> The water","is stained with","inky black color due to organic chemicals known as tannins leached from tree leaves and other organic material"
"casebook.org","cry. </s><s> Fitted the piece of apron produced to that found in Goldson street, and found that they corresponded. </s><s> Both pieces","were stained with","blood. </s><s> The excitement and indignation which are apparent in the east of London have been increased to-day by the"
"writecorner.com","but I understood it. </s><s> We were all baby killers from the massacre at My Lai (1968). </s><s> Of course, we weren''t, but the Army","was badly stained from","that culminating event of the Body Count strategy. </s><s> Throughout the country, ROTC was no longer a mandatory course at the"
"worldwidewounds.com","examinations; </s><s> light microscopy, </s><s> Specimens were fixed in 10% formalin and embedded in paraffin. </s><s> Thick sections (5μm)","were stained with","a silver impregnation procedure (Bielschowsky Gömöri method) for identification of reticulin fibres and collagen"
"fsu.edu","anti-mouse Fab fragments conjugated to Cy3, targeting the extensive cellular microtubular network. </s><s> The culture","was also stained for","DNA with the ultraviolet-absorbing probe DAPI. </s><s> Sialic Acid Residue Distribution in COS-7 Cell Cultures - Similar to"
"lander.edu","in the laboratory. </s><s> These may includ all early developmental stages on a single side or on separate slides. </s><s> The stages","are usually stained with","colors that have no meaning. </s><s> Many of the stages are spheres which must be distinguished from each other using various"
"arvojournals.org","with anti-F4/80 (experimental design 2). </s><s> A separate set of serial coronal frozen sections of eyes from GD 12.0 fetuses","were immunohistochemically stained with","anti-F4/80 and anti-MMP 2 antibodies (experimental design 3), as well as anti-F4/80 and anti-MMP 9 antibodies ("
"microscopyu.com","ultraviolet excitation and blue emission) wheat germ agglutinin. </s><s> The filamentous actin inhabiting the brush border","were stained with","Alexa Fluor 568 (red emission) phalloidin, while DNA in the nuclei was counterstained with SYTOX Green (the green"
"scicrunch.org","12 C albicans, 52 Aspergillus spp, and 25 Mucorales) and 21 cultures (5 C albicans, 11 Aspergillus spp, and 5 Mucorales)","were stained with","MUC2, MUC5AC, and MUC5B antibodies. </s><s> The immunohistochemical staining results of paraffin-embedded samples for"
"adult-fanfiction.org","much, much too late... </s><s> Tabby had disappeared inside some time back, leaving him alone with his grisly task. </s><s> His clothes","were stained with","soil and... </s><s> Ugh. </s><s> Is that blood? </s><s> I don''t have anything left to throw up... </s><s> The shovel fell to the dry soil with a soft thud,"
"mlparena.com","while I''m at work. </s><s> Then this evening I''ll try the Color Run Remover. </s><s> I find oxiclean to be very helpful- but now that she","is stained on","her body and head... </s><s> Well, there is White Hello Kitty BAB on ebay right now (search Hello Kitty Build A Bear Plush) with"
"alukah.net","organizations in order to know the truth, and to know who is standing behind those calls and you will see that his hands","are stained by","the blood of innocent people. </s><s> We should all wake up and stop negativism because what is being lost now may not come back. </s>"
"oup.com","were spread on precleaned glass microscope slides over a circular area of 1.0 cm2 and dried in air. </s><s> The dried smears","were stained by","adding several drops of 0.01% (w/v) acridine orange solution for 2 min, rinsed briefly with 1 M NaCl solution, followed"
"bigredcouch.com",". </s><s> I stood out in the 90 degree sun on my back porch and coated them all with layers of polyurethane to keep them from aging or","being stained in","everyday use. </s><s> Like iced tea? let the sun do the work for you. </s><s> I brewed tea the same day. </s><s> Sun Tea – 1 gallon fresh cold water"
"anandgholap.net","time she was not alone. </s><s> Another woman was with her, and the garments of both were blood-flecked, and the sandals of both","were stained with","the mire and blood of earth. </s><s> But the angels seeing them pass by, cried out: "" See how whitely their garments </s><s> shine! </s><s> And see"
"kmuw.org","banking regulators to which Wells Fargo consented in 2016. </s><s> Wells Fargo, the country''s fourth largest bank, has","been stained by","a series of consumer scandals. </s><s> The bank has agreed to more than $2 billion in settlements and government orders"
"msu.edu",", but not intensely, congested; the heart was flaccid, and all its cavities were quite empty, but its lining membrane","was stained with","blood,--it had been emptied after death, either in opening the head, or else by the artificial respiration. </s><s> Dr Sibson,"
"medworm.com",": Tissue microarrays of LCNEC and NSCLC were generated from resection specimens and used as biopsy surrogates. </s><s> They","were stained for","neuroendocrine markers, Ki-67, napsin-A, and p40, and independently analyzed by standardized morphologic"
"reverseshot.org","which the Russian nouveau riche was molded. </s><s> Even the country''s pre-revolutionary heritage cannot be revived without","being stained by","the aesthetic bankruptcy of the new era as Russian ballet meets gangster capitalism. </s><s> The new economic system, whose"
"authorama.com","were finally united when the same knife fell sullenly upon his neck and when his life-blood sprinkled the altar that","was still stained with","hers. </s><s> Napoleon and Marie Walewska </s><s> There are four women who may be said to have deeply influenced the life of Napoleon. </s>"
"icjs-online.org","are asking Israel and the United States to expel all the Jews, from the youngest to the oldest, so the Hebrew people will","be stained by","their presence. </s><s> If you assume that Area A and Area B are no longer negotiable, which is not true, note that 60 percent of"
"fc2.com","- Spatial patterns of expression resulting from promoter trap events. </s><s> Embryos from different strains and stages","were stained with","X-gal to reveal B-gal activity. </s><s> Thus we can see the promoter expression in every stages in mouse prenatal development. </s>"
"abcam.com","in 1% serum, 0.1% Triton, 0.1% BSA in PBS for 30 mins to permeabilise the cells and block non-specific binding. </s><s> The cells","were then stained with","antibody ab10543 (Histone H3 phospho S28 at 1/300 dilution) for 1h at room temp. </s><s> The secondary antibody was Donkey"
"proteinatlas.org","carcinomas along with several cases of pancreatic, lung and gastric cancers. </s><s> Several cases of lymphomas","were moderately stained while","other cancers were generally negative. </s><s> A 53KDa protein the product of a tumour suppressor gene. </s><s> The loss of this"
